,AvgSalary,City,Company,Designation,Lat,Long,Max Salary,Min Salary,Source,State,Title,_id
1659,,Chicago,KPMG,Other,41.8373,-87.6861,,,,IL,"senior associate, fixed assets",5c09e632af11378e24f87fc6
1660,,Chicago,Allstate,Data Manager,41.8373,-87.6861,,,,IL,senior data science solutions architect manager,5c09e632af11378e24f87fc7
1661,,Chicago,Persado,Data Manager,41.8373,-87.6861,,,,IL,sales manager,5c09e632af11378e24f87fc8
1662,,Chicago,Rush University Medical Center,Research Analyst/Scientist,41.8373,-87.6861,,,,IL,"lab research assistant 2, internal medicine & infectious disease",5c09e632af11378e24f87fc9
1663,,Chicago,Brokerage Consultants Inc.,Data Analyst,41.8373,-87.6861,,,,IL,research analyst (reit) (1-294),5c09e632af11378e24f87fca
1664,,Chicago,Method Products,Other,41.8373,-87.6861,,,,IL,mechanic- 2nd shift,5c09e632af11378e24f87fcb
1665,,Chicago,Ann & Robert H. Lurie Childrenâs Hospital of Chicago,Data Analyst,41.8373,-87.6861,,,,IL,application analyst sr. - epic research billing,5c09e632af11378e24f87fcc
1666,,Chicago,Ann & Robert H. Lurie Childrenâs Hospital of Chicago,Research Analyst/Scientist,41.8373,-87.6861,,,,IL,research nurse-allergy,5c09e632af11378e24f87fcd
1667,,Chicago,McKinsey & Company,Other,41.8373,-87.6861,,,,IL,senior recruiter - north america,5c09e632af11378e24f87fce
1668,,Chicago,Brad's Deals,Data Manager,41.8373,-87.6861,,,,IL,digital marketing manager,5c09e632af11378e24f87fcf
1669,,Chicago,Careers In Nonprofits,Data Manager,41.8373,-87.6861,,,,IL,database and it operations manager,5c09e632af11378e24f87fd0
1670,,Chicago,Walker Sands Communications,Data Manager,41.8373,-87.6861,,,,IL,marketing manager (demand generation),5c09e632af11378e24f87fd1
1671,,Chicago,CDK Global,Data Consultant,41.8373,-87.6861,,,,IL,accelerator consultant i - accounting/sales/fixed operations - automotive software - field/remo,5c09e632af11378e24f87fd2
1672,,Chicago,Feedzai,Other,41.8373,-87.6861,,,,IL,"us sbd account executive issuing, central u s",5c09e632af11378e24f87fd3
1673,,Chicago,"The Hagan-Ricci Group, Inc.",Research Analyst/Scientist,41.8373,-87.6861,,,,IL,machine learning researcher,5c09e632af11378e24f87fd4
1674,,Chicago,McKinsey & Company,Data Technician,41.8373,-87.6861,,,,IL,information security lead - new ventures technology,5c09e632af11378e24f87fd5
1675,,Chicago,Civis Analytics,Other,41.8373,-87.6861,,,,IL,solution architect,5c09e632af11378e24f87fd6
1676,,Chicago,Collective Health,Data Engineer,41.8373,-87.6861,,,,IL,full stack engineer (chicago),5c09e632af11378e24f87fd7
1677,,Chicago,The Boston Consulting Group,Data Analyst,41.8373,-87.6861,,,,IL,lead analyst - geo analytics,5c09e632af11378e24f87fd8
1678,,Chicago,Quantlab,Other,41.8373,-87.6861,,,,IL,senior quantitative strategist,5c09e632af11378e24f87fd9
1679,,Chicago,Maven Wave Partners,Machine Learning Engineer,41.8373,-87.6861,,,,IL,machine learning lead,5c09e632af11378e24f87fda
1680,,Chicago,Civis Analytics,Data Manager,41.8373,-87.6861,,,,IL,"product manager, media optimization",5c09e632af11378e24f87fdb
1681,,Chicago,Covance,Data Developer,41.8373,-87.6861,,,,IL,senior statistical programmer,5c09e632af11378e24f87fdc
1682,,Chicago,Northwestern University,Research Analyst/Scientist,41.8373,-87.6861,,,,IL,research technologist 2,5c09e632af11378e24f87fdd
1683,,Chicago,Burns & McDonnell,Data Engineer,41.8373,-87.6861,,,,IL,entry-level electrical engineer,5c09e632af11378e24f87fde
1684,,Chicago,Dyson,Data Manager,41.8373,-87.6861,,,,IL,compensation manager,5c09e632af11378e24f87fdf
1685,,Chicago,US Foods,Data Analyst,41.8373,-87.6861,,,,IL,sr. business analyst (insights & analytics),5c09e632af11378e24f87fe0
1686,,Chicago,Rush University Medical Center,Research Analyst/Scientist,41.8373,-87.6861,,,,IL,"research engineer, rush alzheimer's disease center",5c09e632af11378e24f87fe1
1687,,Chicago,dbHMS,Data Engineer,41.8373,-87.6861,,,,IL,commissioning engineer,5c09e632af11378e24f87fe2
1688,,Chicago,BOEING,Other,41.8373,-87.6861,,,,IL,"partner, affiliate, & sem marketing specialist",5c09e632af11378e24f87fe3
1689,,Chicago,Fit Analytics,Data Developer,41.8373,-87.6861,,,,IL,sales development representative,5c09e632af11378e24f87fe4
1690,,Chicago,Workbridge Associates,Data Director,41.8373,-87.6861,,,,IL,"director of data science (machine learning, ai)",5c09e632af11378e24f87fe5
1691,,Chicago,Bank of America,Data Analyst,41.8373,-87.6861,,,,IL,sr quantitative finance analyst,5c09e632af11378e24f87fe6
1692,,Chicago,Dyson,Data Manager,41.8373,-87.6861,,,,IL,consumer retail operations manager,5c09e632af11378e24f87fe7
1693,,Chicago,Oliver James Associates,Data Scientist,41.8373,-87.6861,,,,IL,chicago - data science - insurance,5c09e632af11378e24f87fe8
1694,,Chicago,Burns & McDonnell,Other,41.8373,-87.6861,,,,IL,staff project controls specialist,5c09e632af11378e24f87fe9
1695,,Chicago,The University of Chicago,Data Analyst,41.8373,-87.6861,,,,IL,senior research analyst,5c09e632af11378e24f87fea
1696,,Chicago,Northwestern University,Data Developer,41.8373,-87.6861,,,,IL,"developer, lead",5c09e632af11378e24f87feb
1697,,Chicago,The NPD Group,Data Director,41.8373,-87.6861,,,,IL,executive director methodology,5c09e632af11378e24f87fec
1698,,Chicago,The University of Chicago,Data Technician,41.8373,-87.6861,,,,IL,laboratory technician,5c09e632af11378e24f87fed
1699,,Chicago,Weaver Consultants Group,Data Admin,41.8373,-87.6861,,,,IL,front desk administrator,5c09e632af11378e24f87fee
1700,,Chicago,Wipro Limited,Data Director,41.8373,-87.6861,,,,IL,director,5c09e632af11378e24f87fef
1701,,Chicago,McKinsey & Company,Data Manager,41.8373,-87.6861,,,,IL,"product manager - digital manufacturing, new ventures",5c09e632af11378e24f87ff0
1702,,Chicago,Burns & McDonnell,Data Assistant,41.8373,-87.6861,,,,IL,assistant construction professional,5c09e632af11378e24f87ff1
1703,,Chicago,Cars.com,Data Engineer,41.8373,-87.6861,,,,IL,"senior software engineer, big data and machine learning",5c09e632af11378e24f87ff2
1704,,Chicago,Synchrony Financial,Other,41.8373,-87.6861,,,,IL,"avp, salesforce effectiveness & commercial insights (l11)",5c09e632af11378e24f87ff3
1705,,Chicago,Ann & Robert H. Lurie Childrenâs Hospital of Chicago,Research Analyst/Scientist,41.8373,-87.6861,,,,IL,research associate iii,5c09e632af11378e24f87ff4
1706,,Chicago,Shirley Ryan Ability Lab,Research Analyst/Scientist,41.8373,-87.6861,,,,IL,"research assistant - biologics core, full-time",5c09e632af11378e24f87ff5
1707,,Chicago,CCC Information Services Inc.,Other,41.8373,-87.6861,,,,IL,"lead architect, big data",5c09e632af11378e24f87ff6
1708,,Chicago,envisionit,Data Director,41.8373,-87.6861,,,,IL,director of technology,5c09e632af11378e24f87ff7
1709,,Chicago,NCSA - Next College Student Athlete,Data Manager,41.8373,-87.6861,,,,IL,product manager,5c09e632af11378e24f87ff8
1710,,Chicago,DRW,Data Analyst,41.8373,-87.6861,,,,IL,technical research analyst - cryptoassets,5c09e632af11378e24f87ff9
1711,,Chicago,Domino Data Lab,Data Engineer,41.8373,-87.6861,,,,IL,field engineer,5c09e632af11378e24f87ffa
1712,,Chicago,The University of Chicago,Data Analyst,41.8373,-87.6861,,,,IL,"research professional, sr. analyst",5c09e632af11378e24f87ffb
1713,,Chicago,Northwestern University,Data Analyst,41.8373,-87.6861,,,,IL,statistical analyst sr,5c09e632af11378e24f87ffc
1714,,Chicago,NCSA - Next College Student Athlete,Other,41.8373,-87.6861,,,,IL,bi architect,5c09e632af11378e24f87ffd
1715,,Chicago,Tempus,Other,41.8373,-87.6861,,,,IL,receiving and inventory associate,5c09e632af11378e24f87ffe
1716,,Chicago,Tempus,Research Analyst/Scientist,41.8373,-87.6861,,,,IL,cell culture research associate,5c09e632af11378e24f87fff
1717,,Chicago,BrainWorks,Data Scientist,41.8373,-87.6861,,,,IL,senior data scientist,5c09e632af11378e24f88000
1718,,Chicago,University of Illinois at Chicago,Research Analyst/Scientist,41.8373,-87.6861,,,,IL,postdoctoral research associate,5c09e632af11378e24f88001
1719,,Chicago,Civis Analytics,Data Engineer,41.8373,-87.6861,,,,IL,lead data engineer,5c09e632af11378e24f88002
1720,,Chicago,Mars,Data Scientist,41.8373,-87.6861,,,,IL,"principal product development scientist - chicago, il",5c09e632af11378e24f88003
1721,,Chicago,ITStaff Technical Resources,Data Developer,41.8373,-87.6861,,,,IL,big data developer,5c09e632af11378e24f88004
1722,,Chicago,Accenture,BI Analyst,41.8373,-87.6861,,,,IL,artificial intelligence and machine learning architect - midwest region,5c09e632af11378e24f88005
1723,,Chicago,McKinsey & Company,Other,41.8373,-87.6861,,,,IL,learning architect - mckinsey academy,5c09e632af11378e24f88006
1724,,Chicago,Allstate,Data Consultant,41.8373,-87.6861,,,,IL,"junior business analytics consultant (charlotte, nc)",5c09e632af11378e24f88007
1725,,Chicago,The University of Chicago Medicine,Other,41.8373,-87.6861,,,,IL,patient services representative,5c09e632af11378e24f88008
1726,,Chicago,US Cellular,Data Analyst,41.8373,-87.6861,,,,IL,senior statistical analyst,5c09e632af11378e24f88009
1727,,Chicago,Oliver Wyman,Statistician,41.8373,-87.6861,,,,IL,hls - statistical quality lead,5c09e632af11378e24f8800a
1728,,Chicago,BMO Financial Group,Data Manager,41.8373,-87.6861,,,,IL,"manager, machine learning and financial crimes models",5c09e632af11378e24f8800b
1729,,Chicago,The University of Chicago,Data Manager,41.8373,-87.6861,,,,IL,scientific project manager-1,5c09e632af11378e24f8800c
1730,,Chicago,The Climate Corporation,Data Engineer,41.8373,-87.6861,,,,IL,"software engineer, backend (multiple levels)",5c09e632af11378e24f8800d
1731,,Chicago,Jobspring Partners,Data Engineer,41.8373,-87.6861,,,,IL,data engineer (ai),5c09e632af11378e24f8800e
1732,,Chicago,Grubhub,Data Manager,41.8373,-87.6861,,,,IL,product manager,5c09e632af11378e24f8800f
1733,,Chicago,Brad's Deals,Data Analyst,41.8373,-87.6861,,,,IL,digital marketing analyst,5c09e632af11378e24f88010
1734,,Chicago,Allstate,Data Consultant,41.8373,-87.6861,,,,IL,rating services consultant,5c09e632af11378e24f88011
1735,,Chicago,Displayr,Data Consultant,41.8373,-87.6861,,,,IL,market research consultant | customer success,5c09e632af11378e24f88012
1736,,Chicago,JP Morgan Chase,Data Director,41.8373,-87.6861,,,,IL,executive director - finance decision sciences,5c09e632af11378e24f88013
1737,,Chicago,CCC Information Services Inc.,Data Engineer,41.8373,-87.6861,,,,IL,sr. pentaho big data engineer,5c09e632af11378e24f88014
1738,,Chicago,Tempus,Data Technician,41.8373,-87.6861,,,,IL,extraction technologist (shift diff - tuesday to saturday),5c09e632af11378e24f88015
1739,,Chicago,Siemens,Data Director,41.8373,-87.6861,,,,IL,regional collaborations director (central region),5c09e632af11378e24f88016
1740,,Chicago,Crafty Machine,Data Director,41.8373,-87.6861,,,,IL,director of engineering,5c09e632af11378e24f88017
1741,,Chicago,Tempus,Data Engineer,41.8373,-87.6861,,,,IL,"software engineer, machine learning",5c09e632af11378e24f88018
1742,,Chicago,Tempus,Data Assistant,41.8373,-87.6861,,,,IL,laboratory assistant,5c09e632af11378e24f88019
1743,,Chicago,Tempus,Data Manager,41.8373,-87.6861,,,,IL,product manager,5c09e632af11378e24f8801a
1744,,Chicago,McKinsey & Company,Data Analyst,41.8373,-87.6861,,,,IL,analyst - periscope advanced insights - growth mapping,5c09e632af11378e24f8801b
1745,,Chicago,Label Insight,Data Engineer,41.8373,-87.6861,,,,IL,software engineer,5c09e632af11378e24f8801c
1746,,Chicago,Dyson,Data Analyst,41.8373,-87.6861,,,,IL,people analytics senior analyst,5c09e632af11378e24f8801d
1747,,Chicago,Tempus,Data Manager,41.8373,-87.6861,,,,IL,technical product manager,5c09e632af11378e24f8801e
1748,,Chicago,Collective Health,Data Technician,41.8373,-87.6861,,,,IL,technical lead - claims (chicago),5c09e632af11378e24f8801f
1749,,Chicago,Workbridge Associates,Data Manager,41.8373,-87.6861,,,,IL,data science manager,5c09e632af11378e24f88020
1750,,Chicago,Drivin/Autoniq,Other,41.8373,-87.6861,,,,IL,lead designer,5c09e632af11378e24f88021
1751,,Chicago,84.51Â°,Data Analyst,41.8373,-87.6861,,,,IL,lead analyst,5c09e632af11378e24f88022
1752,,Chicago,McKinsey & Company,Data Consultant,41.8373,-87.6861,,,,IL,"consultant - healthcare actuarial, new ventures",5c09e632af11378e24f88023
1753,,Chicago,NORC at the University of Chicago,Data Analyst,41.8373,-87.6861,,,,IL,senior research analyst,5c09e632af11378e24f88024
1754,,Chicago,Mintel Group,Data Analyst,41.8373,-87.6861,,,,IL,senior research analyst - competitive intelligence,5c09e632af11378e24f88025
1755,,Chicago,Simple Laboratories,Data Scientist,41.8373,-87.6861,,,,IL,medical tech / lab scientist supervisor - generalist,5c09e632af11378e24f88026
1756,,Chicago,Method Products,Other,41.8373,-87.6861,,,,IL,material planner,5c09e632af11378e24f88027
1757,,Chicago,Mars,Data Scientist,41.8373,-87.6861,,,,IL,"mgs physical analysis senior scientist- chicago, il",5c09e632af11378e24f88028
1758,,Chicago,Burns & McDonnell,Data Assistant,41.8373,-87.6861,,,,IL,office assistant,5c09e632af11378e24f88029
1759,,Chicago,AkzoNobel,Full Stack Engineer,41.8373,-87.6861,,,,IL,"product regulatory specialist, full-time",5c09e632af11378e24f8802a
1760,,Chicago,Market Track,Data Analyst,41.8373,-87.6861,,,,IL,senior research analyst,5c09e632af11378e24f8802b
1761,,Chicago,Dyson,Other,41.8373,-87.6861,,,,IL,legal compliance and ethics counsel americas,5c09e632af11378e24f8802c
1762,,Chicago,JLL,Data Analyst,41.8373,-87.6861,,,,IL,senior research analyst,5c09e632af11378e24f8802d
1763,,Chicago,Jobspring Partners,Data Engineer,41.8373,-87.6861,,,,IL,data engineer (downtown),5c09e632af11378e24f8802e
1764,,Chicago,UnitedHealth Group,Data Analyst,41.8373,-87.6861,,,,IL,sr research analyst,5c09e632af11378e24f8802f
1765,,Chicago,DRW Trading Group,Data Analyst,41.8373,-87.6861,,,,IL,technical research analyst - cryptoassets,5c09e632af11378e24f88030
1766,,Chicago,Akuna Capital,Research Analyst/Scientist,41.8373,-87.6861,,,,IL,quantitative researcher- machine learning,5c09e632af11378e24f88031
1767,,Chicago,Strike Social,Data Engineer,41.8373,-87.6861,,,,IL,senior data engineer,5c09e632af11378e24f88032
1768,,Chicago,XPO Logistics,Data Scientist,41.8373,-87.6861,,,,IL,lead operations research scientist,5c09e632af11378e24f88033
1769,,Chicago,84.51Â°,Data Director,41.8373,-87.6861,,,,IL,"director, data science",5c09e632af11378e24f88034
1770,,Chicago,Natural Resources Defense Council,Data Developer,41.8373,-87.6861,,,,IL,program assistant,5c09e632af11378e24f88035
1771,,Chicago,Dyson,Data Analyst,41.8373,-87.6861,,,,IL,logistics analyst,5c09e632af11378e24f88036
1772,,Chicago,US Foods,Data Analyst,41.8373,-87.6861,,,,IL,"business analyst, i&a- supply chain",5c09e632af11378e24f88037
1773,,Chicago,Uptake,Data Manager,41.8373,-87.6861,,,,IL,data scientist lead (manager or director level position),5c09e632af11378e24f88038
1774,,Chicago,BOEING,Data Analyst,41.8373,-87.6861,,,,IL,cost policy compliance analyst,5c09e632af11378e24f88039
1775,,Chicago,The University of Chicago,Data Analyst,41.8373,-87.6861,,,,IL,embedded analyst,5c09e632af11378e24f8803a
1776,,Chicago,Crain Communications,Data Manager,41.8373,-87.6861,,,,IL,crain product manager -data/research,5c09e632af11378e24f8803b
1777,,Chicago,KPMG,Other,41.8373,-87.6861,,,,IL,data & analytics contract recruiter,5c09e632af11378e24f8803c
1778,,Chicago,Civis Analytics,Data Analyst,41.8373,-87.6861,,,,IL,business operations analyst,5c09e632af11378e24f8803d
1779,,Chicago,U.S. Bank,Data Analyst,41.8373,-87.6861,,,,IL,quantitative model analyst,5c09e632af11378e24f8803e
1780,,Chicago,Kantar Millward Brown,Data Analyst,41.8373,-87.6861,,,,IL,market research analyst,5c09e632af11378e24f8803f
1781,,Chicago,ServiceNow,Data Engineer,41.8373,-87.6861,,,,IL,machine learning engineer,5c09e632af11378e24f88040
1782,,Chicago,Neuberger Berman,Data Analyst,41.8373,-87.6861,,,,IL,quantitative analyst,5c09e632af11378e24f88041
1783,,Chicago,Northwestern University,Data Manager,41.8373,-87.6861,,,,IL,admissions manager,5c09e632af11378e24f88042
1784,,Chicago,ThoughtWorks,Data Engineer,41.8373,-87.6861,,,,IL,lead data engineer,5c09e632af11378e24f88043
1785,,Chicago,DiMeo Schneider & Associates,Data Analyst,41.8373,-87.6861,,,,IL,research analyst â global public markets,5c09e632af11378e24f88044
1786,,Chicago,QuantumBlack,Data Engineer,41.8373,-87.6861,,,,IL,senior data engineer (chicago),5c09e632af11378e24f88045
1787,,Chicago,UnitedHealth Group,Other,41.8373,-87.6861,,,,IL,"sr. vice president, data analytics",5c09e632af11378e24f88046
1788,,Chicago,Cardinal Health,Data Scientist,41.8373,-87.6861,,,,IL,"scientist iii, chemistry, mfg & cntrl",5c09e632af11378e24f88047
1789,,Chicago,Accenture,Data Manager,41.8373,-87.6861,,,,IL,supply chain data science manager,5c09e632af11378e24f88048
1790,,Chicago,Grant Thornton,Data Analyst,41.8373,-87.6861,,,,IL,corporate research analyst,5c09e632af11378e24f88049
1791,,Chicago,Blue Health Intelligence,Data Consultant,41.8373,-87.6861,,,,IL,statistical consultant,5c09e632af11378e24f8804a
1792,,Chicago,TransUnion,Data Analyst,41.8373,-87.6861,,,,IL,research and consulting analyst,5c09e632af11378e24f8804b
1793,,Chicago,BMO Financial Group,Data Analyst,41.8373,-87.6861,,,,IL,quantitative analyst,5c09e632af11378e24f8804c
1794,,Chicago,"Anthem, Inc.",Data Consultant,41.8373,-87.6861,,,,IL,data science solutions consultant or consultant senior-ps9797,5c09e632af11378e24f8804d
1795,,Chicago,Capital One,Data Manager,41.8373,-87.6861,,,,IL,"senior manager, machine learning data scientist",5c09e632af11378e24f8804e
1796,,Chicago,Tempus,Data Manager,41.8373,-87.6861,,,,IL,manager of clinical data analytics,5c09e632af11378e24f8804f
1797,,Chicago,American Dental Association,Data Analyst,41.8373,-87.6861,,,,IL,survey research analyst,5c09e632af11378e24f88050
1798,,Chicago,Aegon,Data Analyst,41.8373,-87.6861,,,,IL,intermediate research analyst i,5c09e632af11378e24f88051
1799,,Chicago,McKinsey & Company,Other,41.8373,-87.6861,,,,IL,"specialist - cyber solutions, new ventures",5c09e632af11378e24f88052
1800,,Chicago,Discover Financial Services,Data Engineer,41.8373,-87.6861,,,,IL,lead data engineer,5c09e632af11378e24f88053
1801,,Chicago,Weaver Consultants Group,Data Scientist,41.8373,-87.6861,,,,IL,staff scientist/geologist/engineer,5c09e632af11378e24f88054
1802,,Chicago,NORC at the University of Chicago,Research Analyst/Scientist,41.8373,-87.6861,,,,IL,research assistant,5c09e632af11378e24f88055
1803,,Chicago,Northwestern University,Data Developer,41.8373,-87.6861,,,,IL,developer,5c09e632af11378e24f88056
1804,,Chicago,McKinsey & Company,Data Analyst,41.8373,-87.6861,,,,IL,"analyst - cyber solutions, new ventures",5c09e632af11378e24f88057
1805,,Chicago,TransUnion,Data Technician,41.8373,-87.6861,,,,IL,big data technical lead,5c09e632af11378e24f88058
1806,,Chicago,The Boston Consulting Group,Data Analyst,41.8373,-87.6861,,,,IL,analyst - geoanalytics,5c09e632af11378e24f88059
1807,,Chicago,Nielsen,Data Analyst,41.8373,-87.6861,,,,IL,"research analyst, demand innovation",5c09e632af11378e24f8805a
1808,,Chicago,Incandescent Technologies,Data Engineer,41.8373,-87.6861,,,,IL,machine learning/hadoop engineer,5c09e632af11378e24f8805b
1809,,Chicago,Global Computing - Mexico,Data Analyst,41.8373,-87.6861,,,,IL,developer / quantitative analyst,5c09e632af11378e24f8805c
1810,,Chicago,"Anthem, Inc.",Data Director,41.8373,-87.6861,,,,IL,"director, data science (ps6695)",5c09e632af11378e24f8805d
1811,,Chicago,Mintel Group,Data Analyst,41.8373,-87.6861,,,,IL,research analyst - health & wellness consumer insights,5c09e632af11378e24f8805e
1812,,Chicago,"Quadratic Systems, Inc.",Data Scientist,41.8373,-87.6861,,,,IL,data scientist,5c09e632af11378e24f8805f
1813,,Chicago,"Blue Cross Blue Shield of IL, MT, NM, OK & TX",Data Analyst,41.8373,-87.6861,,,,IL,clinical quality research analyst,5c09e632af11378e24f88060
1814,,Chicago,Morningstar,Data Manager,41.8373,-87.6861,,,,IL,manager research analyst,5c09e632af11378e24f88061
1815,,Chicago,AmeriCorps,Data Analyst,41.8373,-87.6861,,,,IL,a safe haven foundation research and evaluation jr. analyst,5c09e632af11378e24f88062
1816,,Chicago,Ann & Robert H. Lurie Childrenâs Hospital of Chicago,Data Scientist,41.8373,-87.6861,,,,IL,research scientist - pulmonary medicine,5c09e632af11378e24f88063
1817,,Chicago,Intercontinental Exchange,Data Analyst,41.8373,-87.6861,,,,IL,quantitative risk management analyst,5c09e632af11378e24f88064
1818,,Chicago,exp,Data Developer,41.8373,-87.6861,,,,IL,database developer,5c09e632af11378e24f88065
1819,,Chicago,Mindshare,Other,41.8373,-87.6861,,,,IL,planning associate,5c09e632af11378e24f88066
1820,,Chicago,Duff & Phelps Investment Management Company,Data Analyst,41.8373,-87.6861,,,,IL,sr. research analyst-infrastructure,5c09e632af11378e24f88067
1821,,Chicago,Burns & McDonnell,Data Assistant,41.8373,-87.6861,,,,IL,project assistant,5c09e632af11378e24f88068
1822,,Chicago,Cars.com,Data Manager,41.8373,-87.6861,,,,IL,"manager, data engineering (big data and machine learning)",5c09e632af11378e24f88069
1823,,Chicago,Grenzebach Glier and Associates,Data Consultant,41.8373,-87.6861,,,,IL,"consultant, executive practice area",5c09e632af11378e24f8806a
1824,,Chicago,Morningstar,Data Analyst,41.8373,-87.6861,,,,IL,quantitative analyst â quality & operations,5c09e632af11378e24f8806b
1825,,Chicago,Davey Tree,Data Consultant,41.8373,-87.6861,,,,IL,consulting utility forester,5c09e632af11378e24f8806c
1826,,Chicago,BNY Mellon,Data Analyst,41.8373,-87.6861,,,,IL,"lead analyst,data management and quantitative analysis",5c09e632af11378e24f8806d
1827,,Chicago,Tempus,Other,41.8373,-87.6861,,,,IL,computational biologist: phenotypic and genomic data analysis,5c09e632af11378e24f8806e
1828,,Chicago,Quanteam,Data Analyst,41.8373,-87.6861,,,,IL,quantitative analyst â pricing model â new york/chicago,5c09e632af11378e24f8806f
1829,,Chicago,Old Mission Capital,Data Analyst,41.8373,-87.6861,,,,IL,quantitative trading analyst,5c09e632af11378e24f88070
1830,,Chicago,KCS Partners,Data Analyst,41.8373,-87.6861,,,,IL,quantitative analyst,5c09e632af11378e24f88071
1831,,Chicago,"Transworld Systems, Inc. (TSI)",Data Scientist,41.8373,-87.6861,,,,IL,data scientist,5c09e632af11378e24f88072
1832,,Chicago,Performics,Data Scientist,41.8373,-87.6861,,,,IL,data scientist,5c09e632af11378e24f88073
1833,,Chicago,Outcome Health,Data Scientist,41.8373,-87.6861,,,,IL,data scientist,5c09e632af11378e24f88074
1834,,Chicago,Brookfield Asset Management,Data Scientist,41.8373,-87.6861,,,,IL,data scientist intern,5c09e632af11378e24f88075
1835,,Chicago,The University of Chicago,Data Scientist,41.8373,-87.6861,,,,IL,data scientist,5c09e632af11378e24f88076
1836,,Chicago,The University of Chicago,Data Scientist,41.8373,-87.6861,,,,IL,embedded data scientist,5c09e632af11378e24f88077
1837,,Chicago,Scienaptic Systems Inc,Data Scientist,41.8373,-87.6861,,,,IL,data scientist,5c09e632af11378e24f88078
1838,,Chicago,Cars.com,Data Scientist,41.8373,-87.6861,,,,IL,data scientist,5c09e632af11378e24f88079
1839,,Chicago,Groupon,Data Scientist,41.8373,-87.6861,,,,IL,pricing & promotions data scientist,5c09e632af11378e24f8807a
1840,,Chicago,CMIC Group,Data Analyst,41.8373,-87.6861,,,,IL,research analyst,5c09e632af11378e24f8807b
1841,,Chicago,Thermo Fisher Scientific,Data Scientist,41.8373,-87.6861,,,,IL,"field applications scientist, microarray bioinformatics - midwest",5c09e632af11378e24f8807c
1842,,Washington,Accenture,Data Manager,38.9047,-77.0163,,,,DC,supply chain data science manager,5c09e632af11378e24f8807d
1843,,Washington,The Henry M. Jackson Foundation,Other,38.9047,-77.0163,,,,DC,exercise physiologist,5c09e632af11378e24f8807e
1844,,Washington,Morning Consult,Data Manager,38.9047,-77.0163,,,,DC,product manager,5c09e632af11378e24f8807f
1845,,Washington,Davis Defense Group,Data Scientist,38.9047,-77.0163,,,,DC,scientist (contingent),5c09e632af11378e24f88080
1846,,Washington,IFPRI (International Food Policy Research Institute),Data Analyst,38.9047,-77.0163,,,,DC,research analyst i,5c09e632af11378e24f88081
1847,,Washington,American Council of Life Insurers,Data Analyst,38.9047,-77.0163,,,,DC,research analyst,5c09e632af11378e24f88082
1848,,Washington,Ardent Eagle Solutions,Data Scientist,38.9047,-77.0163,,,,DC,data scientist/statistician ii (data mapping),5c09e632af11378e24f88083
1849,,Washington,"Lionshare Lending, LLC",Data Analyst,38.9047,-77.0163,,,,DC,research analyst,5c09e632af11378e24f88084
1850,,Washington,KPMG,Data Scientist,38.9047,-77.0163,,,,DC,"senior associate, data scientist",5c09e632af11378e24f88085
1851,,Washington,Ipsos North America,Data Scientist,38.9047,-77.0163,,,,DC,"intern, behavioral science - social and opinion research",5c09e632af11378e24f88086
1852,,Washington,American Institutes for Research,Data Scientist,38.9047,-77.0163,,,,DC,lead data scientist,5c09e632af11378e24f88087
1853,,Washington,Liberty Healthcare Corporation,Data Manager,38.9047,-77.0163,,,,DC,data analysis manager,5c09e632af11378e24f88088
1854,,Washington,American Institutes for Research,Data Analyst,38.9047,-77.0163,,,,DC,statistical analyst,5c09e632af11378e24f88089
1855,,Washington,General Electric,Data Scientist,38.9047,-77.0163,,,,DC,staff data scientist,5c09e632af11378e24f8808a
1856,,Washington,Visa,Data Scientist,38.9047,-77.0163,,,,DC,data scientist / sr. data scientist,5c09e632af11378e24f8808b
1857,,Washington,Perspecta,Data Scientist,38.9047,-77.0163,,,,DC,data scientist,5c09e632af11378e24f8808c
1858,,Washington,"Precision Systems, Inc.",Data Engineer,38.9047,-77.0163,,,,DC,senior transportation engineer -- civil,5c09e632af11378e24f8808d
1859,,Washington,Accenture,Data Analyst,38.9047,-77.0163,,,,DC,accenture labs - cyber security research & development programmer senior analyst,5c09e632af11378e24f8808e
1860,,Washington,CAVA - Technology,Data Engineer,38.9047,-77.0163,,,,DC,full stack engineer,5c09e632af11378e24f8808f
1861,,Washington,CAVA - Technology,Data Engineer,38.9047,-77.0163,,,,DC,infrastructure engineer,5c09e632af11378e24f88090
1862,,Washington,Jacobs,Data Engineer,38.9047,-77.0163,,,,DC,sr. vulnerability management engineer,5c09e632af11378e24f88091
1863,,Washington,Burns & McDonnell,Data Engineer,38.9047,-77.0163,,,,DC,staff electrical engineer,5c09e632af11378e24f88092
1864,,Washington,Jacobs,Data Engineer,38.9047,-77.0163,,,,DC,it cloud engineer (active top secret),5c09e632af11378e24f88093
1865,,Washington,Criterion Systems,Data Scientist,38.9047,-77.0163,,,,DC,data scientist,5c09e632af11378e24f88094
1866,,Washington,Jacobs,Data Engineer,38.9047,-77.0163,,,,DC,senior cyber incident response engineer,5c09e632af11378e24f88095
1867,,Washington,"The Cadmus Group, Inc.",Data Scientist,38.9047,-77.0163,,,,DC,public health security surveillance data scientist,5c09e632af11378e24f88096
1868,,Washington,"The Cadmus Group, Inc.",Data Scientist,38.9047,-77.0163,,,,DC,data scientist,5c09e632af11378e24f88097
